Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
08/15/2017,MERC,LL,,GRN,L730870,IL,10300 S. Doty,(773) 568-8495,2829082
08/15/2017,CHEV,VN,,GRY,Q138666,IL,10300 S. Doty,(773) 568-8495,2829110
06/17/2017,SATR,4D,,RED,Q620428,IL,701 N. Sacramento,(773) 265-7605,6889034
08/15/2017,CADI,LL,,BLU,Q200688,IL,10300 S. Doty,(773) 568-8495,2829109
08/15/2017,HOND,2D,CIV,RED,L224344,IL,701 N. Sacramento,(773) 265-7605,6894323
07/09/2017,FORD,4T,,GRY,549T537,IL,10300 S. Doty,(773) 568-8495,2826246
07/09/2017,CHEV,4D,,BLU,455T046,IL,10300 S. Doty,(773) 568-8495,2826291
07/09/2017,LINC,4D,,RED,ZU82813,IL,701 N. Sacramento,(773) 265-7605,6891101
07/09/2017,TOYT,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2826290
07/09/2017,CHEV,VN,,GRN,717S354,IL,701 N. Sacramento,(773) 265-7605,6891099
07/09/2017,DODG,4D,,TAN,E925899,IL,701 N. Sacramento,(773) 265-7605,6891103
07/09/2017,DODG,2D,,BLK,R883850,IL,10300 S. Doty,(773) 568-8495,2826292
08/14/2017,CHRY,2D,,BLK,Y734441,IL,10300 S. Doty,(773) 568-8495,2829046
07/16/2017,JEEP,LL,,SIL,579T516,IL,10300 S. Doty,(773) 568-8495,2826633
08/14/2017,,,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6894274
08/14/2017,SUZI,MC,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6894275
06/17/2017,TOYT,4D,,GRY,Z534873,IL,701 N. Sacramento,(773) 265-7605,6889054
06/17/2017,VOLK,4D,,BLK,AK64055,IL,701 N. Sacramento,(773) 265-7605,6889060
06/17/2017,PONT,4D,BON,GRN,Y705059,IL,10300 S. Doty,(773) 568-8495,2824730
08/15/2017,HOND,4D,,BLK,Q925063,IL,701 N. Sacramento,(773) 265-7605,6894299
06/17/2017,NISS,4D,,RED,AL49686,IL,701 N. Sacramento,(773) 265-7605,6889063
08/15/2017,PONT,4D,,RED,425T390,IL,701 N. Sacramento,(773) 265-7605,6894300
08/15/2017,DODG,VN,,BLK,Q610234,IL,701 N. Sacramento,(773) 265-7605,6894308
07/09/2017,FORD,4D,,BGE,E758863,IL,10300 S. Doty,(773) 568-8495,2826258
08/15/2017,FORD,4D,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1536313
07/17/2017,BUIC,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2826659
08/16/2017,CHRY,4D,,SIL,N726289,IL,10300 S. Doty,(773) 568-8495,2829201
09/02/2017,FORD,4D,,SIL,V172611,IL,10300 S. Doty,(773) 568-8495,2830649
07/17/2017,NISS,4D,SEN,TAN,383NFB,IN,10300 S. Doty,(773) 568-8495,2826651
09/02/2017,NISS,4D,,SIL,Q259769,IL,10300 S. Doty,(773) 568-8495,2830650
07/09/2017,FORD,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2826285
07/15/2017,ZCZY,MC,,BLK,,,701 N. Sacramento,(773) 265-7605,6891724
07/17/2017,PORS,4D,,SIL,S686580,IL,10300 S. Doty,(773) 568-8495,2826668
07/17/2017,MERZ,4D,,BLK,Q391528,IL,701 N. Sacramento,(773) 265-7605,6891952
09/02/2017,CHEV,LL,,MAR,Z673592,IL,10300 S. Doty,(773) 568-8495,2830655
07/17/2017,CHRY,VN,,BLU,131T504,IL,701 N. Sacramento,(773) 265-7605,6891953
07/17/2017,,SE,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6891965
07/18/2017,CHEV,2D,,BLK,AG61779,IL,10300 S. Doty,(773) 568-8495,2826696
06/17/2017,SATR,4D,,RED,8803941,IL,701 N. Sacramento,(773) 265-7605,6889036
07/17/2017,FORD,4D,,RED,E361652,IL,701 N. Sacramento,(773) 265-7605,6891932
07/09/2017,MERZ,4D,,SIL,V483223,IL,10300 S. Doty,(773) 568-8495,2826278
07/09/2017,BUIC,4D,,WHI,AL27310,IL,701 N. Sacramento,(773) 265-7605,6891079
07/17/2017,HYUN,4D,,GLD,AM53242,IL,10300 S. Doty,(773) 568-8495,2826635
09/02/2017,JEEP,LL,CHE,WHI,,IL,701 N. Sacramento,(773) 265-7605,6895795
07/09/2017,FORD,LL,,WHI,Q564654,IL,10300 S. Doty,(773) 568-8495,2826279
07/09/2017,NISS,4D,,BLK,927S877,IL,701 N. Sacramento,(773) 265-7605,6891092
07/17/2017,DODG,4T,,SIL,ZU58939,IL,701 N. Sacramento,(773) 265-7605,6891933
07/17/2017,ACUR,2D,,BGE,Z543077,IL,701 N. Sacramento,(773) 265-7605,6891946
09/02/2017,FORD,LL,,SIL,Q775026,IL,701 N. Sacramento,(773) 265-7605,6895798
09/02/2017,VOLK,4D,,SIL,Q820690,IL,10300 S. Doty,(773) 568-8495,2830658
09/02/2017,CADI,LL,TK,WHI,S156011,IL,10300 S. Doty,(773) 568-8495,2830659
07/17/2017,SUBA,4D,,MAR,P231830,IL,400 E. Lower Wacker,(312) 744-7550,970108
07/17/2017,FORD,4D,,GRY,X444072,IL,400 E. Lower Wacker,(312) 744-7550,970107
09/02/2017,CHEV,2D,,RED,Z731351,IL,10300 S. Doty,(773) 568-8495,2830677
09/04/2017,CHEV,2D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2830803
09/04/2017,CHEV,LL,,GRY,AP44017,IL,701 N. Sacramento,(773) 265-7605,6895958
09/05/2017,MERZ,4D,,GRY,Q392249,IL,10300 S. Doty,(773) 568-8495,2830892
09/05/2017,HOND,4D,,WHI,H876161,IL,10300 S. Doty,(773) 568-8495,2830891
08/15/2017,HOND,4D,,GLD,AH76493,IL,701 N. Sacramento,(773) 265-1846,1536316
06/17/2017,DODG,4D,,GRY,V231299,IL,701 N. Sacramento,(773) 265-7605,6889049
08/15/2017,BUIC,4D,,GLD,Z142551,IL,10300 S. Doty,(773) 568-8495,2829095
08/15/2017,BUIC,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6894313
07/17/2017,TOYT,2D,,WHI,Q339811,IL,701 N. Sacramento,(773) 265-7605,6891970
08/15/2017,AUDI,2D,,SIL,V946808,IL,10300 S. Doty,(773) 568-8495,2829097
08/15/2017,BUIC,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2829093
06/17/2017,HYUN,4D,,WHI,Z637822,IL,701 N. Sacramento,(773) 265-7605,6889056
06/17/2017,HOND,4D,,BLK,R503330,IL,701 N. Sacramento,(773) 265-7605,6889059
08/15/2017,FORD,PK,,GLD,299843RV,IL,701 N. Sacramento,(773) 265-1846,1536315
08/15/2017,BUIC,4D,,BLU,,,701 N. Sacramento,(773) 265-1846,1536314
08/16/2017,CHEV,LL,,BLU,Z722495,IL,10300 S. Doty,(773) 568-8495,2829147
07/18/2017,INFI,LL,,WHI,Z173617,IL,701 N. Sacramento,(773) 265-7605,6891990
08/16/2017,JEEP,LL,,BLU,673T774,IL,10300 S. Doty,(773) 568-8495,2829145
06/17/2017,MERC,2D,,BLK,00170738,IL,10300 S. Doty,(773) 568-8495,2824733
08/16/2017,CHEV,4D,,RED,DP6B4A,MO,10300 S. Doty,(773) 568-8495,2829144
09/02/2017,CHEV,4D,,BLK,S775480,IL,10300 S. Doty,(773) 568-8495,2830664
09/02/2017,BMW,4D,,GRY,AJ57014,IL,10300 S. Doty,(773) 568-8495,2830660
07/10/2017,CHEV,4D,,BGE,AJ90781,IL,701 N. Sacramento,(773) 265-7605,6891108
07/10/2017,GEO,4D,,WHI,Q814802,IL,10300 S. Doty,(773) 568-8495,2826303
07/10/2017,ACUR,4D,,GLD,Z997257,IL,10300 S. Doty,(773) 568-8495,2826306
07/10/2017,CADI,4D,,WHI,ZV89453,IL,701 N. Sacramento,(773) 265-7605,6891111
07/10/2017,JB,UT,,BLK,TR529QQQ,IN,Police Pound,,2826309
07/10/2017,CADI,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2826308
07/10/2017,NISS,4D,,RED,ZU55451,IL,701 N. Sacramento,(773) 265-7605,6891115
06/17/2017,CHEV,2D,,SIL,FCC866,IA,10300 S. Doty,(773) 568-8495,2824735
07/18/2017,DODG,VN,,GRY,969YBX,WI,701 N. Sacramento,(773) 265-7605,6891989
07/18/2017,,MC,,BLK,,IL,10300 S. Doty,(773) 568-8495,2826694
08/17/2017,PONT,4D,,SIL,ZZ16407,IL,10300 S. Doty,(773) 568-8495,2829333
08/17/2017,TOYT,4D,,WHI,E527029,IL,701 N. Sacramento,(773) 265-7605,6894408
06/17/2017,CHEV,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6889086
08/17/2017,FORD,4D,,WHI,5945804,IL,10300 S. Doty,(773) 568-8495,2829335
08/17/2017,CHEV,PK,,BLK,1774945B,IL,10300 S. Doty,(773) 568-8495,2829343
08/17/2017,PONT,2D,,SIL,R893571,IL,10300 S. Doty,(773) 568-8495,2829339
08/17/2017,FORD,LL,,RED,Q527239,IL,10300 S. Doty,(773) 568-8495,2829337
08/17/2017,CHEV,4D,,TAN,Z991265,IL,10300 S. Doty,(773) 568-8495,2829338
06/18/2017,CHEV,4D,,SIL,228ETR,IN,701 N. Sacramento,(773) 265-7605,6889119
09/02/2017,JEEP,SW,CHE,GRN,Z858894,IL,10300 S. Doty,(773) 568-8495,2830663
09/02/2017,MERC,4D,,GRY,ZX94882,IL,10300 S. Doty,(773) 568-8495,2830680
09/02/2017,FORD,LL,,GRN,AL19299,IL,701 N. Sacramento,(773) 265-7605,6895815
09/02/2017,FORD,PK,,RED,54479ZB,IL,10300 S. Doty,(773) 568-8495,2830673
09/02/2017,FORD,LL,,GRY,Y802110,IL,701 N. Sacramento,(773) 265-7605,6895814
09/02/2017,TOYT,4D,,SIL,FVV7354,TX,701 N. Sacramento,(773) 265-7605,6895817
09/02/2017,BUIC,4D,,WHI,7798,IL,10300 S. Doty,(773) 568-8495,2830681
09/03/2017,CADI,4D,,GLD,EDZ179,IA,10300 S. Doty,(773) 568-8495,2830695
06/18/2017,SATR,LL,,RED,AH36376,IL,701 N. Sacramento,(773) 265-7605,6889150
09/03/2017,TOYT,VN,,SIL,ZY53255,IL,701 N. Sacramento,(773) 265-7605,6895828
09/03/2017,CHEV,4D,,RED,D420WS,IN,10300 S. Doty,(773) 568-8495,2830693
07/17/2017,DODG,4T,,SIL,K485731,IL,10300 S. Doty,(773) 568-8495,2826680
06/17/2017,CHEV,LL,TK,BLK,C290358,TN,10300 S. Doty,(773) 568-8495,2824750
08/15/2017,CHEV,4D,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1536317
07/17/2017,CHEV,4D,,SIL,Q479870,IL,10300 S. Doty,(773) 568-8495,2826681
06/18/2017,CHEV,4D,,BLK,1522940,IL,701 N. Sacramento,(773) 265-7605,6889126
08/15/2017,HOND,2D,,RED,696T459,IL,701 N. Sacramento,(773) 265-7605,6894317
06/18/2017,NISS,LL,,BLK,R821685,IL,701 N. Sacramento,(773) 265-7605,6889122
08/15/2017,CHEV,LL,,BLU,N969355,IL,10300 S. Doty,(773) 568-8495,2829105
07/17/2017,HOND,MC,,GRN,223854,IL,10300 S. Doty,(773) 568-8495,2826679
07/18/2017,CHEV,4D,,RED,DJG291,IA,10300 S. Doty,(773) 568-8495,2826692
09/02/2017,JEEP,LL,,RED,,IL,701 N. Sacramento,(773) 265-7605,6895803
09/02/2017,VOLK,4D,PAS,BLU,Q603974,IL,701 N. Sacramento,(773) 265-7605,6895802
07/18/2017,GMC,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2826702
09/02/2017,HYUN,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2830669
09/02/2017,FORD,2D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6895804
09/02/2017,CHEV,LL,,BLK,Z810101,IL,10300 S. Doty,(773) 568-8495,2830668
06/18/2017,NISS,LL,,GRY,Q924079,IL,701 N. Sacramento,(773) 265-7605,6889127
09/02/2017,CHEV,4D,,TAN,AG18107,IL,701 N. Sacramento,(773) 265-7605,6895806
06/18/2017,HOND,4D,,BLU,Z995382,IL,10300 S. Doty,(773) 568-8495,2824778
06/18/2017,PONT,4D,BON,BLK,,IL,10300 S. Doty,(773) 568-8495,2824785
09/02/2017,ISU,LL,,WHI,Z335077,IL,10300 S. Doty,(773) 568-8495,2830667
09/02/2017,MAZD,4D,,BLU,Y701183,IL,10300 S. Doty,(773) 568-8495,2830666
09/02/2017,CHEV,LL,,BLK,Z295090,IL,10300 S. Doty,(773) 568-8495,2830670
09/02/2017,CHEV,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6895805
09/02/2017,TOYT,4D,,BLU,ZY22048,IL,701 N. Sacramento,(773) 265-7605,6895800
09/02/2017,TOYT,2D,,BLK,AG64981,IL,701 N. Sacramento,(773) 265-7605,6895807
08/15/2017,FORD,VN,,WHI,E703655,IL,10300 S. Doty,(773) 568-8495,2829085
08/15/2017,BUIC,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6894320
08/15/2017,BMW,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6894318
08/15/2017,BUIC,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6894319
07/18/2017,DODG,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6891992
08/15/2017,MITS,LL,,WHI,A195960,IL,701 N. Sacramento,(773) 265-1846,1536318
06/18/2017,DODG,VN,,,LX7785,WI,10300 S. Doty,(773) 568-8495,2824782
08/15/2017,PONT,4D,,MAR,AL27465,IL,701 N. Sacramento,(773) 265-7605,6894329
08/15/2017,CHEV,4D,,GRY,Z728312,IL,10300 S. Doty,(773) 568-8495,2829126
08/15/2017,DODG,4D,,BLK,XPB860,IN,10300 S. Doty,(773) 568-8495,2829124
08/15/2017,FORD,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6894316
06/19/2017,CHEV,2D,,BLU,,,10300 S. Doty,(773) 568-8495,2824805
08/15/2017,CHEV,4D,,BLK,LIS201,MS,10300 S. Doty,(773) 568-8495,2829139
07/10/2017,CHEV,4D,,SIL,623T517,IL,10300 S. Doty,(773) 568-8495,2826313
07/10/2017,CHEV,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6891113
08/13/2017,ZCZY,MD,,BLK,EK705,IL,10300 S. Doty,(773) 568-8495,2828992
06/17/2017,INFI,LL,,BLK,E278134,IL,10300 S. Doty,(773) 568-8495,2824752
06/17/2017,HYUN,4D,,MAR,643VJA,WI,701 N. Sacramento,(773) 265-7605,6889092
06/17/2017,NISS,4D,,GRY,S188019,IL,701 N. Sacramento,(773) 265-7605,6889093
07/15/2017,MERC,4D,,TAN,AH74496,IL,701 N. Sacramento,(773) 265-7605,6891732
06/17/2017,PONT,4D,,WHI,MEJIA04,MI,701 N. Sacramento,(773) 265-7605,6889091
08/15/2017,CADI,4D,,GRY,Z412044,IL,701 N. Sacramento,(773) 265-7605,6894334
06/18/2017,SATR,4D,,BLK,Q505257,IL,701 N. Sacramento,(773) 265-7605,6889103
06/18/2017,INFI,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2824755
08/15/2017,GEO,4D,,GRN,Q121301,IL,701 N. Sacramento,(773) 265-7605,6894315
08/16/2017,MITS,4D,,RED,AG47355,IL,701 N. Sacramento,(773) 265-7605,6894341
08/16/2017,MERC,4D,,GRY,AL17725,IL,10300 S. Doty,(773) 568-8495,2829143
06/17/2017,CADI,4D,,GRN,ZV89472,IL,701 N. Sacramento,(773) 265-7605,6888932
06/18/2017,HOND,LL,,GRY,Q971701,IL,701 N. Sacramento,(773) 265-7605,6889110
06/18/2017,DODG,4D,,WHI,ZX92002,IL,10300 S. Doty,(773) 568-8495,2824776
08/16/2017,CHEV,VN,,BLU,AJ90326,IL,701 N. Sacramento,(773) 265-7605,6894372
07/18/2017,CADI,LL,,WHI,Z545730,IL,701 N. Sacramento,(773) 265-7605,6891977
08/17/2017,JAG,4D,,GRN,AH44580,IL,701 N. Sacramento,(773) 265-7605,6894388
06/18/2017,DODG,VN,,WHI,ZZ88494,IL,701 N. Sacramento,(773) 265-7605,6889130
06/18/2017,FORD,2D,MUS,RED,L295903,IL,701 N. Sacramento,(773) 265-7605,6889131
06/18/2017,BMW,4D,,GRN,ZU46561,IL,10300 S. Doty,(773) 568-8495,2824780
06/18/2017,HOND,4D,,BLU,ZZ37453,IL,701 N. Sacramento,(773) 265-7605,6889132
08/16/2017,CHEV,LL,,WHI,X469938,IL,10300 S. Doty,(773) 568-8495,2829279
06/17/2017,FORD,LL,,RED,Q385085,IL,10300 S. Doty,(773) 568-8495,2824753
08/16/2017,FORD,PK,,ONG,18262868,IL,10300 S. Doty,(773) 568-8495,2829157
07/18/2017,HYUN,4D,SON,GRN,H677856,IL,701 N. Sacramento,(773) 265-7605,6891995
06/18/2017,BUIC,4D,,WHI,YEW363,IN,10300 S. Doty,(773) 568-8495,2824761
06/18/2017,CHEV,LL,,BLK,N782217,IL,701 N. Sacramento,(773) 265-7605,6889107
06/18/2017,CHRY,VN,,GRY,,IL,10300 S. Doty,(773) 568-8495,2824763
07/18/2017,NISS,4D,,WHI,Z243075,IL,701 N. Sacramento,(773) 265-7605,6891998
09/02/2017,FORD,4D,,GRY,674S355,IL,701 N. Sacramento,(773) 265-7605,6895801
07/10/2017,INFI,4D,,GLD,G813071,IN,10300 S. Doty,(773) 568-8495,2826314
09/02/2017,JEEP,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2830672
07/07/2017,GMC,LL,,RED,N549893,IL,701 N. Sacramento,(773) 265-7605,6890867
07/07/2017,FORD,4D,,GRN,AH26847,IL,701 N. Sacramento,(773) 265-7605,6890869
09/02/2017,CHEV,LL,,SIL,E263664,IL,10300 S. Doty,(773) 568-8495,2830671
07/18/2017,FORD,4D,,BLK,Z782490,IL,10300 S. Doty,(773) 568-8495,2826708
07/18/2017,CHEV,LL,TK,BLU,P549834,IL,10300 S. Doty,(773) 568-8495,2826709
07/19/2017,CHEV,4D,,RED,432T772,IL,10300 S. Doty,(773) 568-8495,2826795
09/04/2017,NISS,4D,,MAR,Z641027,IL,701 N. Sacramento,(773) 265-7605,6895974
09/04/2017,CHRY,VN,,GRY,S389393,IL,701 N. Sacramento,(773) 265-7605,6895975
07/20/2017,CHEV,VN,,BLU,H282474,IL,701 N. Sacramento,(773) 265-7605,6892116
07/20/2017,MITS,4D,,CRM,E394690,IL,10300 S. Doty,(773) 568-8495,2826951
07/19/2017,MAZD,4D,,SIL,S924639,IL,10300 S. Doty,(773) 568-8495,2826824
08/15/2017,DODG,4D,,RED,ZZ88329,IL,10300 S. Doty,(773) 568-8495,2829120
08/15/2017,FORD,4D,,GRY,AH30640,IL,10300 S. Doty,(773) 568-8495,2829136
08/16/2017,DODG,4D,,BLU,ZX23278,IL,10300 S. Doty,(773) 568-8495,2829149
08/16/2017,CHRY,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6894339
07/19/2017,JAG,4D,,BLU,AP37618,IL,701 N. Sacramento,(773) 265-7605,6892069
08/16/2017,NISS,LL,,GRN,,IL,10300 S. Doty,(773) 568-8495,2829160
08/16/2017,GMC,LL,,WHI,AK58331,IL,701 N. Sacramento,(773) 265-7605,6894355
08/17/2017,FORD,4D,,SIL,S108179,IL,10300 S. Doty,(773) 568-8495,2829340
08/16/2017,TOYT,4D,,TAN,Q516869,IL,701 N. Sacramento,(773) 265-7605,6894337
08/16/2017,BUIC,2D,,GRN,Q347843,IL,701 N. Sacramento,(773) 265-7605,6894336
07/18/2017,PONT,4D,,RED,Q479633,IL,10300 S. Doty,(773) 568-8495,2826722
08/16/2017,OLDS,4D,,GLD,125LRH,IN,701 N. Sacramento,(773) 265-7605,6894344
08/16/2017,TOYT,4D,,GRN,ZU55370,IL,10300 S. Doty,(773) 568-8495,2829156
07/18/2017,FORD,PK,,SIL,76539KB,CA,10300 S. Doty,(773) 785-9752,1717319
08/16/2017,PONT,2D,,RED,Z801816,IL,10300 S. Doty,(773) 568-8495,2829166
08/16/2017,NISS,4D,,WHI,Q914506,IL,10300 S. Doty,(773) 568-8495,2829165
08/16/2017,CHEV,4D,,SIL,925S321,IL,701 N. Sacramento,(773) 265-1846,1536328
08/16/2017,OLDS,4D,,GLD,ZZ24176,IL,701 N. Sacramento,(773) 265-7605,6894360
08/16/2017,HYUN,4D,,BLU,V640172,IL,701 N. Sacramento,(773) 265-7605,6894364
08/16/2017,CHRY,4D,,SIL,Z407644,IL,701 N. Sacramento,(773) 265-7605,6894362
07/18/2017,NISS,LL,TK,BLK,AL23684,IL,701 N. Sacramento,(773) 265-7605,6892016
07/18/2017,ZCZY,,,ONG,,,10300 S. Doty,(773) 785-9752,1717318
08/16/2017,SUBA,SW,,GRN,GZS7222,TX,701 N. Sacramento,(773) 265-1846,1536325
08/16/2017,FORD,LL,,BLU,E308866,IL,701 N. Sacramento,(773) 265-1846,1536326
08/16/2017,FORD,VN,,WHI,1639410B,IL,701 N. Sacramento,(773) 265-7605,6894375
08/16/2017,HYUN,4D,,WHI,V608417,IL,10300 S. Doty,(773) 568-8495,2829248
07/19/2017,BUIC,4D,,GRY,Y735881,IL,10300 S. Doty,(773) 568-8495,2826770
08/15/2017,,,,,L593915,IL,701 N. Sacramento,(773) 265-1846,1536319
06/18/2017,SUBA,LL,,WHI,ZX74977,IL,701 N. Sacramento,(773) 265-7605,6889100
06/18/2017,NISS,4D,,RED,XYX545,IN,701 N. Sacramento,(773) 265-7605,6889099
08/15/2017,,,,,S877605,IL,10300 S. Doty,(773) 568-8495,2829117
07/18/2017,AUDI,LL,,WHI,MESSISS,IL,701 N. Sacramento,(773) 265-1846,1536171
06/18/2017,VOLK,4D,,BLK,9054996,IL,701 N. Sacramento,(773) 265-7605,6889101
08/15/2017,,,,,L976800,IL,10300 S. Doty,(773) 568-8495,2829121
06/18/2017,CHEV,LL,,BRO,Z676748,IL,701 N. Sacramento,(773) 265-7605,6889097
08/15/2017,,,,,,,10300 S. Doty,(773) 568-8495,2829119
07/18/2017,KIA,4D,,GRY,AK70545,IL,701 N. Sacramento,(773) 265-1846,1536175
06/18/2017,CHEV,4D,,GRY,AJ42304,IL,701 N. Sacramento,(773) 265-7605,6889106
08/16/2017,DODG,LL,,DBL,1961422,IL,10300 S. Doty,(773) 568-8495,2829142
07/18/2017,HOND,AD,ACC,SIL,S280486,IL,701 N. Sacramento,(773) 265-7605,6892004
06/18/2017,FORD,LL,,BLU,6158788,IL,701 N. Sacramento,(773) 265-7605,6889104
06/18/2017,JEEP,LL,,WHI,ZU34236,IL,10300 S. Doty,(773) 568-8495,2824760
08/13/2017,ACUR,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2829016
06/18/2017,MITS,4D,,LBL,5140818,IL,701 N. Sacramento,(773) 265-7605,6889118
08/13/2017,TOYT,4D,,BLK,R428483,IL,10300 S. Doty,(773) 568-8495,2829018
08/16/2017,KIA,4D,,BLK,837WAY,KY,10300 S. Doty,(773) 568-8495,475210
07/18/2017,VOLK,4D,,BLK,916YPD,OH,701 N. Sacramento,(773) 265-1846,1536172
06/18/2017,PONT,2D,BON,TAN,E397352,IL,10300 S. Doty,(773) 568-8495,2824781
07/18/2017,CHEV,PK,,RED,,IL,701 N. Sacramento,(773) 265-7605,6892010
08/16/2017,DODG,4D,,ONG,ZZ17617,IL,10300 S. Doty,(773) 568-8495,2829153
06/18/2017,GMC,VN,,WHI,AG60277,IL,10300 S. Doty,(773) 568-8495,2824799
08/16/2017,FORD,LL,,RED,940YGM,WI,10300 S. Doty,(773) 568-8495,2829274
07/20/2017,CHEV,HB,,SIL,Q156315,IL,10300 S. Doty,(773) 568-8495,2826922
06/19/2017,NISS,LL,,BLK,JCC8506,TX,10300 S. Doty,(773) 568-8495,2824804
08/15/2017,BUIC,4D,,MAR,AL22583,IL,701 N. Sacramento,(773) 265-7605,6894330
07/16/2017,CHEV,4D,,BGE,AG55901,IL,10300 S. Doty,(773) 568-8495,2826587
07/16/2017,CHRY,VN,,SIL,167114,NB,10300 S. Doty,(773) 568-8495,2826578
08/15/2017,AUDI,4D,,BLK,Q590373,IL,10300 S. Doty,(773) 568-8495,2829123
07/18/2017,FORD,4D,,GRY,Q603648,IL,10300 S. Doty,(773) 568-8495,2826724
08/15/2017,FORD,LL,,GRN,Q382172,IL,10300 S. Doty,(773) 568-8495,2829100
06/18/2017,PONT,2D,,WHI,596T252,IL,701 N. Sacramento,(773) 265-7605,6889137
08/16/2017,CHRY,VN,,RED,E784973,IL,10300 S. Doty,(773) 568-8495,2829168
07/18/2017,BUIC,4D,,BLK,AG74319,IL,10300 S. Doty,(773) 568-8495,2826721
08/16/2017,NISS,LL,,,,IL,10300 S. Doty,(773) 568-8495,2829169
08/16/2017,NISS,4D,,WHI,,IL,400 E. Lower Wacker,(312) 744-7550,971696
08/16/2017,ACUR,4D,,GRY,Q172159,IL,10300 S. Doty,(773) 568-8495,2829252
06/18/2017,CHEV,LL,,SIL,Z425925,IL,701 N. Sacramento,(773) 265-7605,6889162
06/18/2017,CHRY,VN,,BLK,V453359,IL,10300 S. Doty,(773) 568-8495,2824793
08/16/2017,NISS,4D,,BLK,Q735838,IL,10300 S. Doty,(773) 568-8495,2829253
08/16/2017,PONT,4D,,WHI,Q631616,IL,10300 S. Doty,(773) 568-8495,2829254
06/19/2017,SATR,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6889178
06/18/2017,FORD,4D,,RED,AG70972,IL,10300 S. Doty,(773) 568-8495,2824811
06/19/2017,CHEV,4D,,GRY,V707304,IL,701 N. Sacramento,(773) 265-7605,6889175
06/19/2017,JEEP,4D,,WHI,9474059,IL,701 N. Sacramento,(773) 265-7605,6889177
06/19/2017,LEXS,4D,,DBL,Q631757,IL,701 N. Sacramento,(773) 265-7605,6889176
06/16/2017,FORD,SW,,GLD,,IL,701 N. Sacramento,(773) 265-7605,6888834
06/18/2017,BUIC,4D,,SIL,AH19045,IL,701 N. Sacramento,(773) 265-7605,6889114
07/18/2017,NISS,4D,,GRY,654T900,IL,701 N. Sacramento,(773) 265-7605,6891993
06/18/2017,FORD,LL,,WHI,2002987B,IL,10300 S. Doty,(773) 568-8495,2824766
06/18/2017,CHEV,4D,,GRY,Y980929,IL,10300 S. Doty,(773) 568-8495,2824765
07/07/2017,JEEP,LL,,GRY,AH28402,IL,701 N. Sacramento,(773) 265-7605,6890866
08/15/2017,DODG,4D,,SIL,ZU69916,IL,10300 S. Doty,(773) 568-8495,2829104
08/15/2017,TOYT,LL,,,,IL,10300 S. Doty,(773) 568-8495,2829102
08/16/2017,HOND,4D,,SIL,Q707538,IL,10300 S. Doty,(773) 568-8495,2829163
07/18/2017,VOLK,4D,,GRY,AL38538,IL,701 N. Sacramento,(773) 265-7605,6892002
07/18/2017,AUDI,4T,,SIL,AG61039,IL,10300 S. Doty,(773) 568-8495,2826758
07/18/2017,CHEV,4D,,WHI,573T263,IL,10300 S. Doty,(773) 568-8495,2826759
08/16/2017,ACUR,LL,,GLD,738T001,IL,10300 S. Doty,(773) 568-8495,2829170
08/16/2017,CHEV,4D,,BLU,Y702174,IL,701 N. Sacramento,(773) 265-1846,1536322
07/18/2017,JEEP,LL,TK,GRY,Q339979,IL,701 N. Sacramento,(773) 265-7605,6892034
07/19/2017,FORD,4T,,BLU,,IL,10300 S. Doty,(773) 568-8495,2826762
08/16/2017,HOND,4D,,GRN,S873184,IL,10300 S. Doty,(773) 568-8495,2829178
07/19/2017,FORD,4D,,GRN,ZZ24132,IL,10300 S. Doty,(773) 568-8495,2826761
08/16/2017,DODG,VN,,SIL,H729460,IL,10300 S. Doty,(773) 568-8495,2829244
